148.0,97.0,0.9219226500265842
96.0,94.0,0.9228051130813555
24.0,166.0,0.9233470609528277
152.0,44.0,0.9237429979681445
85.0,90.0,0.9240733062235035
18.0,109.0,0.9246905200701493
149.0,126.0,0.9251564811832229
100.0,83.0,0.9254099804140673
55.0,53.0,0.9265589624628648
126.0,124.0,0.9271975267001108
98.0,119.0,0.9276239465164556
14.0,39.0,0.9287638670296543
94.0,86.0,0.9289532211580346
44.0,42.0,0.9295408178593505
101.0,137.0,0.9305812866061492
59.0,58.0,0.9328648610863068
62.0,111.0,0.9338185161193112
22.0,149.0,0.934609831591314
109.0,22.0,0.9369237547487739
149.0,39.0,0.9369390361069327
133.0,163.0,0.9373624620507227
42.0,12.0,0.9374838466186911
66.0,55.0,0.9375964539935215
76.0,36.0,0.9378220041360733
95.0,98.0,0.938444253387524
95.0,98.0,0.938444253387524
39.0,109.0,0.9384907183445688
11.0,28.0,0.9391853412815953
167.0,62.0,0.9400213467673445
167.0,70.0,0.9401093857974064
143.0,10.0,0.9401278455787467
47.0,65.0,0.9401312434289519
129.0,156.0,0.9405844838225275
52.0,3.0,0.9410870657087663
43.0,100.0,0.9412386859834129
16.0,0.0,0.9426197309267018
65.0,72.0,0.942893113490581
65.0,72.0,0.942893113490581
157.0,35.0,0.9454128343962367
3.0,16.0,0.9463831917587249
164.0,167.0,0.9475104528816554
15.0,152.0,0.9486722540455675
18.0,22.0,0.9488788257857762
39.0,164.0,0.9489131700991944
67.0,66.0,0.9495472753331602
102.0,24.0,0.9512277243268245
58.0,67.0,0.9512660165099451
37.0,130.0,0.9517743692012061
151.0,45.0,0.9518998315403319
91.0,89.0,0.9545956523720461
77.0,52.0,0.9547366204916929
35.0,77.0,0.9555139382928864
163.0,20.0,0.9555688240415933
45.0,93.0,0.9572451498962374
45.0,93.0,0.9572451498962374
5.0,18.0,0.9572862693484898
152.0,157.0,0.9594104979472327
46.0,152.0,0.9594979836428758
36.0,158.0,0.9602932324282838
111.0,11.0,0.9605278582075693
97.0,101.0,0.9610530521579989
116.0,144.0,0.9622685810467608
119.0,120.0,0.9670325430840548
158.0,151.0,0.9680486883681847
62.0,70.0,0.9999672691099238
51.0,73.0,0.9999815048889145
159.0,50.0,0.9999815048889145
50.0,74.0,0.9999999999999998
75.0,51.0,0.9999999999999998
141.0,142.0,1.0
122.0,141.0,1.0
123.0,121.0,1.0
